Subject	Trial	Event Type	Code	trial_boolean(num)	condition_code(num)	condition_label(str)	Time	TTime	Uncertainty...10	Duration	Uncertainty...12	ReqTime	ReqDur	Stim Type	Pair Index
20095	1	Picture	0;11;localize	0	11	localize	161	0	1	1080508	7	0	next	other	0
20095	1	Response	0	n/a	n/a	n/a	1080299	1080139	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	2	Picture	0;111;blockstart	0	111	blockstart	1080668	0	7	167	7	0	next	other	0
20095	3	Picture	block_tar_pic	block_tar_pic	n/a	n/a	1080835	0	1	51500	1	0	next	other	0
20095	3	Sound	block_tar_sound	block_tar_sound	n/a	n/a	1080867	32	542	n/a	n/a	0	n/a	other	0
20095	5	Picture	trial_start	trial_start	n/a	n/a	1137502	0	1	667	7	0	next	other	0
20095	5	Picture	1; 10; UN_0; pictures//target//lipstick.jpg	1	10	UN_0	1138168	667	7	25834	7	580	next	miss	0
20095	5	Sound	1; 0; UN_0; sounds//prison.wav	1	0	UN_0	1138172	670	2	n/a	n/a	670	n/a	hit	9
20095	5	Response	21	n/a	n/a	n/a	1151193	13691	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	7	Picture	trial_start	trial_start	n/a	n/a	1169169	0	1	667	7	0	next	other	0
20095	7	Picture	2; 30; P; pictures//nontarget//Bow.jpg	2	30	P	1169835	667	7	27834	7	580	next	miss	0
20095	7	Sound	2; 0; P; sounds//bone.wav	2	0	P	1169839	670	1	n/a	n/a	670	n/a	hit	13
20095	7	Response	11	n/a	n/a	n/a	1182472	13304	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	9	Picture	trial_start	trial_start	n/a	n/a	1202836	0	1	667	7	0	next	other	0
20095	9	Picture	3; 50; No; pictures//target//sink.jpeg	3	50	No	1203502	667	7	24833	7	580	next	miss	0
20095	9	Sound	3; 0; No; sounds//empty.wav	3	0	No	1203506	670	2	n/a	n/a	670	n/a	hit	17
20095	9	Response	21	n/a	n/a	n/a	1216152	13316	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	11	Picture	trial_start	trial_start	n/a	n/a	1233503	0	1	2667	7	0	next	other	0
20095	11	Sound	4; 25; UN_200; sounds//memory.wav	4	25	UN_200	1234173	670	2	n/a	n/a	670	n/a	hit	21
20095	11	Picture	4; 20; UN_200; pictures//nontarget//lasangna.jpg	4	20	UN_200	1236169	2667	7	24000	7	2580	next	miss	0
20095	11	Response	11	n/a	n/a	n/a	1247211	13709	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	13	Picture	trial_start	trial_start	n/a	n/a	1265336	0	1	2667	7	0	next	other	0
20095	13	Sound	5; 45; C; sounds//pie.wav	5	45	C	1266006	670	2	n/a	n/a	670	n/a	hit	25
20095	13	Picture	5; 40; C; pictures//target//cupcake.jpg	5	40	C	1268003	2667	7	23167	7	2580	next	miss	0
20095	13	Response	21	n/a	n/a	n/a	1283280	17944	1	n/a	n/a	n/a	n/a	n/a	n/a
20095	15	Picture	trial_start	trial_start	n/a	n/a	1296336	0	1	667	7	0	next	other	0
20095	15	Picture	6; 10; UN_0; pictures//nontarget//monkey.jpeg	6	10	UN_0	1297003	667	7	25834	7	580	next	miss	0
20095	15	Sound	6; 0; UN_0; sounds//seed.wav	6	0	UN_0	1297006	670	1	n/a	n/a	670	n/a	hit	29
